Titulo;Precio;Banos;Fecha;Piezas;Superficie Construida;Superficie Total;Estacionamiento;Lugar;Latitud;Longitud;Corredora
Padre Hurtado Calle Tannat;135000000;2;12-05-2025;3;90;110;1;Padre Hurtado;-3.357.141.410.000.000;-707.953.929;Jimenez Propiedades
Las Condes Avenida Padre Hurtado Sur;289155000;1;09-05-2025;3;100;360;2;Las Condes;-3.341.856.696.353.180;-705.367.741.948.331;Vial Propiedades
Puente Alto Sacramentino;85000000;1;09-05-2025;3;56;66;1;Puente Alto;-33.594.958;-705.552.088;Cadepar Propiedades SpA
Lampa Los Halcones 1745;170000000;2;05-05-2025;3;70;244;1;Lampa;-332.952.908;-7.087.105.799.999.990;Cesar Galaz
Cerrillos Gabriela / Pasaje Vicuna;165000000;1;30-04-2025;3;93;250;2;Cerrillos;-3.349.071.250.178.960;-7.070.820.093.154.900;
Colina Casa venta 7 dorm en condominio las brisas chicureo colina;976875000;5;30-04-2025;7;497;3200;;Colina;-332.285.359;-706.605.553;Property Home
Colina Venta casa parcela chicureo piedraroja 5dorm+serv;879187500;4;30-04-2025;5;450;5000;;Colina;-332.654.472;-70.658.476;Property Home
Colina Casa estilo provenzal italiana polo manquehue chicureo;898725000;4;30-04-2025;5;330;5000;;Colina;-332.677.445;-706.409.554;Property Home
Penalolen Espectacular townhouse en las pircas;406380000;3;30-04-2025;3;200;280;2;Penalolen;-334.970.757;-705.308.925;
Colina Casa 3 dorm + serv + quincho + piscina chamisero;468509250;4;30-04-2025;4;140;405;;Colina;-333.161.845;-706.553.448;Property Home
Paine El radal;83000000;1;29-04-2025;3;74;106;1;Paine;-338.022.183;-707.394.506;
Penaflor Eusebio Lillo 1139;150000000;1;29-04-2025;5;99;409;4;Penaflor;-336.110.295;-708.714.858;
Quinta Normal teniente bergman 368 metros terreno;115000000;1;26-04-2025;2;;368;;Quinta Normal;-334.308.637;-707.057.396;Chiong Propiedades
El Bosque Las Veronicas 300 metros 3 Dormitorios 2 Banos;220000000;2;26-04-2025;3;140;300;4;El Bosque;-335.477.946;-7.067.357.559.999.990;Chiong Propiedades
Lampa Av. la Siembra 4217;199282500;3;25-04-2025;3;84;112;2;Lampa;-333.072.227;-707.502.957;BEhouse Propiedades
San Bernardo Maurilla1200;132000000;2;24-04-2025;4;82;97;1;San Bernardo;-335.833.333;-70.7;Inmobiliaria El Llano Spa
Puente Alto Brisas del Maipo 4465;97687500;1;24-04-2025;2;50;81;1;Puente Alto;-336.120.414;-70.526.628;
Buin Maipu 490;227000000;2;24-04-2025;4;127;450;4;Buin;-337.349.366;-707.431.215;
Penaflor Los Aleros 1260;135000000;2;22-04-2025;3;79;184;;Penaflor;-336.016.219;-7.086.416.059.999.990;
Las Condes C. Los Hermanos 11905;722496750;4;21-04-2025;5;200;400;3;Las Condes;-333.881.904;-705.115.395;Kinast Propiedades
Providencia Pedro de Valdivia Norte;820575000;3;15-04-2025;4;260;468;2;Providencia;-334.183.052;-706.159.751;Vial Propiedades
Macul Americo Vespucio/metro los presidentes;150000000;3;15-04-2025;3;120;80;;Macul;-334.868.357;-706.038.334;Liz Propiedades
Penalolen Aymares penalolen;140000000;2;15-04-2025;5;127;162;1;Penalolen;-334.833.333;-70.55;Liz Propiedades
El Bosque Colo Colo 9841;74000000;1;15-04-2025;2;64;160;3;El Bosque;-335.472.372;-7.068.575.369.999.990;Cadepar Propiedades SpA
Maipu Avenida Segunda Transversal / Los Libertadores Maipu Chile;150000000;2;14-04-2025;3;94;131;2;Maipu;-3.350.444.737.373;-707.462.235.682.617;Dimafe Propiedades
Lampa El Macal 1271;125313525;2;14-04-2025;3;87;205;1;Lampa;-332.934.894;-708.767.247;Terrasur Gestión Inmobiliaria
Cerro Navia Teniente cruz 1305;103353375;1;12-04-2025;4;81;175;1;Cerro Navia;-334.216.593;-7.073.468.869.999.990;sandra severino herrera
Puente Alto San maximo;217061625;2;11-04-2025;4;109;181;2;Puente Alto;-335.923.188;-705.452.136;Bissac
Lo Espejo Arturo Alessandri;99000000;2;09-04-2025;2;120;128;2;Lo Espejo;-335.047.736;-706.858.586;Viveelite
La Cisterna C. Dos 6654;190725075;1;07-04-2025;3;120;312;3;La Cisterna;-335.152.441;-706.711.035;sandra severino herrera
Penalolen Guacolda 6167;83000000;1;06-04-2025;3;90;144;2;Penalolen;-335.102.741;-705.657.018;Helena de Troya
Lampa Baquedano;180000000;2;31-03-2025;4;;1300;7;Lampa;-332.812.982;-708.801.916;
Pedro Aguirre Cerda Avenida La Marina;215000000;2;28-03-2025;4;140;300;2;Pedro Aguirre Cerda;-334.944.039;-706.650.693;BEhouse Propiedades
La Florida Honduras con rojas magallanes;722887500;3;26-03-2025;5;235;1000;;La Florida;-335.373.369;-705.739.865;
San Joaquin Las industrias 5219;119000000;;25-03-2025;3;;57;1;San Joaquin;-3.347.915.560.000.000;-706.412.972;
La Reina Bramante;422010000;2;18-03-2025;3;;342;2;La Reina;-33.45;-70.55;
Estacion Central Av. Pedro Aguirre Cerda 3310;73500000;1;04-03-2025;3;80;80;1;Estacion Central;-334.709.227;-7.068.094.060.000.000;Jimenez Propiedades
Padre Hurtado Malbec;115000000;2;03-03-2025;3;180;180;3;Padre Hurtado;-335.730.962;-707.949.567;Jimenez Propiedades
Huechuraba Alberto Undurraga 1800;207097500;3;26-02-2025;3;90;170;1;Huechuraba;-3.335.601.004.224.170;-7.068.201.775.399.780;BEhouse Propiedades
Colina El  Tranque Sur 10468;410287500;3;24-02-2025;4;125;346;2;Colina;-3.330.918.759.281.270;-706.626.190.051.838;Viste y Vende propiedades
Puente Alto clonque 4664;160000000;3;19-02-2025;5;120;197;3;Puente Alto;-335.563.917;-7.055.996.845;Gescor - Los Mejores Corredores de Propiedades
La Reina Casa - venta - metro castillo velasco;351675000;2;17-02-2025;4;135;350;1;La Reina;-334.572.081;-705.535.731;Bien de Raíz
Lampa Avenida La Montana Sur 4149;5000;3;13-02-2025;3;100;168;1;Lampa;-333.304.909;-7.076.413.289.999.990;BEhouse Propiedades
Colina Colina Chamisero;425917500;2;12-02-2025;3;483;483;3;Colina;-333.066.772;-706.630.462;Ehrenfeld Propiedades
San Bernardo macoche;72000000;2;07-02-2025;4;65;70;1;San Bernardo;-335.670.658;-707.061.126;Vealto Una experiencia diferente en corretaje
Providencia Avenida Ricardo Lyon & Doctor Pedro Lautaro Ferrer;650000000;2;28-01-2025;3;122;50;3;Providencia;-334.450.114;-706.029.029;Cadepar Propiedades SpA
Quilicura Cerro Mediterraneo 109;208660500;3;27-01-2025;4;140;170;3;Quilicura;-3.334.893.669.999.990;-7.074.392.759.999.990;Valben Propiedades SpA
Lo Barnechea Parque sur;15450;4;14-01-2025;5;154;362;2;Lo Barnechea;-333.339.243;-705.128.142;Kinast Propiedades
Las Condes Paul Harris;488437500;3;11-01-2025;;174;400;;Las Condes;-33.402.104.046.737.200;-705.398.440.361.023;conor propiedades
Buin Kennedy 505;132000000;2;06-01-2025;4;69;280;1;Buin;-337.356.314;-707.437.147;
La Reina Avda. Carlos Ossandon;566587500;3;22-12-2024;4;156;410;5;La Reina;-3.343.505.332.779.550;-7.054.303.340.933.690;ConVero.cl  VVV asesorías Inmobiliarias
San Bernardo Los Suspiros 16528;122000000;3;20-12-2024;3;76;137;5;San Bernardo;-3.361.196.820.000.000;-7.068.748;
Las Condes Tomas. Moro;523605000;3;16-12-2024;4;131;300;2;Las Condes;-334.146.226;-7.055.271.909.999.990;Vial Propiedades
San Bernardo Av. San Jose 0433;350000000;2;04-12-2024;4;134;890;5;San Bernardo;-336.001.199;-7.069.279;
Pedro Aguirre Cerda pasaje Cleopatra 4915;190000000;2;03-12-2024;3;120;209;1;Pedro Aguirre Cerda;-3.349.314.263;-706.738.987;Gescor - Los Mejores Corredores de Propiedades
San Miguel decima avenida 1397;539235000;2;03-12-2024;3;210;410;3;San Miguel;-3.351.163.166;-7.066.420.258;Gescor - Los Mejores Corredores de Propiedades
La Cisterna 21 de mayo 0219 la cisterna;367305000;3;03-12-2024;6;134;631;7;La Cisterna;-3.354.382.874;-7.066.944.838;Gescor - Los Mejores Corredores de Propiedades
Recoleta Av. La paz 433;68000000;1;04-11-2024;2;62;62;;Recoleta;-334.263.875;-706.511.192;
Penalolen Tineo Nte. 8295;273525000;3;03-11-2024;3;;;1;Penalolen;-3.351.054.999.999.990;-705.477.621;
Maipu Aves del paraiso con longitudinal;110074275;1;04-09-2024;2;77;94;1;Maipu;-334.718.792;-707.475.947;
Puente Alto Av. P.o pie andino;137000000;2;02-09-2024;3;66;140;2;Puente Alto;-33.590.376;-705.510.236;Terrasur Gestión Inmobiliaria
Providencia Parque Bustamante;429825000;4;26-08-2024;8;320;320;;Providencia;-334.389.459;-706.325.003;Vial Propiedades
Puente Alto Reloj del Sol Sur 4102;85500000;2;03-07-2024;3;56;110;3;Puente Alto;-3.363.347.520.000.000;-7.062.751.759.999.990;
Talagante Costanera Rio Mapocho Sur 2366;175837500;3;12-04-2024;4;85;;2;Talagante;-336.693.648;-709.434.996;
Lo Barnechea Camino del Sol;695535000;3;28-06-2025;4;201;;3;Lo Barnechea;-3.334.022.201.749.620;-7.049.547.936.872.550;Hoffmann & Asociados SpA
Huechuraba Map - exclente oportunidad!! se vende bella casa 3h3b dentro de condominio en huechuraba;211005000;3;28-06-2025;3;89;130;1;Huechuraba;-333.560.163;-706.842.978;Easyprop
Renca MAP - Se vende casa de 3H 2B en tranquilo barrio recidencial en Renca.;100000000;2;28-06-2025;3;100;100;1;Renca;-3.340.999.049.999.990;-706.956.378.463.212;Easyprop
Penaflor Unimarc;139000000;3;28-06-2025;3;81;161;4;Penaflor;-335.992.328;-7.086.106.459.999.990;Easyprop
Renca Jose manuel  balmaceda;118000000;1;28-06-2025;2;80;361;;Renca;-334.011.754;-707.122.799;Unne
San Bernardo caminoo mariscal;2,11005E+12;1;28-06-2025;2;;;;San Bernardo;-335.833.333;-70.7;Find Home
Las Condes U de los andes;1086285000;4;28-06-2025;4;240;497;2;Las Condes;-334.087.303;-705.065.941;Berrios Zegers
Las Condes Paul Harris-Camino El Alba;605662500;2;28-06-2025;4;178;193;3;Las Condes;-334.077.948;-705.372.404;Easyprop
Maipu Cabo de hornos - pj cabini;100000000;1;28-06-2025;2;48;136;;Maipu;-335.373.991;-707.850.866;
Maipu Villa hernan diaz arrieta;85000000;2;28-06-2025;3;55;60;;Maipu;-335.494.684;-707.955.041;
Puente Alto Bahia inglesa / el araucano;96000000;3;28-06-2025;4;94;96;;Puente Alto;-335.635.792;-705.736.451;
Penalolen Hermosa Propiedad Amplia y Acogedora Cerca de la cordillera;126993750;2;28-06-2025;4;57;180;;Penalolen;-33.467.397;-705.665.155;Grupo Premium Propiedades Santiago
Puente Alto Av Mexico con San Carlos;100000000;2;28-06-2025;3;90;90;;Puente Alto;-33.595.853.305.786.900;-70.559.090.844.069;Grupo Premium Propiedades Santiago
Curacavi Tres norte;165000000;3;28-06-2025;6;222;5000;8;Curacavi;-333.935.081;-711.283.016;Grupo Premium Propiedades Santiago
Puente Alto Hacienda el penon;168022500;2;28-06-2025;3;94;287;;Puente Alto;-335.874.243;-7.051.492.660.000.000;Grupo Premium Propiedades Santiago
Puente Alto Villa san alberto;100000000;1;28-06-2025;3;75;141;;Puente Alto;-336.135.271;-705.228.136;
La Florida Casa amplia y acogedora vende sgq propiedades!!!;95000000;2;28-06-2025;4;110;162;;La Florida;-335.129.287;-705.825.151;
La Reina Venta gran oportunidad casa con gran terreno en la reina!!!;875000000;3;28-06-2025;5;211;675;;La Reina;-334.505.725;-705.484.308;
Macul Metro  pedreros;203000000;3;28-06-2025;4;81;264;;Macul;-335.053.631;-706.119.787;
Maipu Casa acogedora regularizada  vende sgq propiedades!!!;53000000;1;28-06-2025;3;77;61;;Maipu;-335.113.341;-707.888.776;
Nunoa Vendo espectacular casa en nunoa!!!;488515650;2;28-06-2025;4;189;274;;Nunoa;-334.578.815;-706.154.092;
Puente Alto Vendo acogedora casa!!!;83000000;1;28-06-2025;5;52;130;;Puente Alto;-336.178.091;-705.626.551;
La Florida Venta acogedora casa en alto macul!!!;324322500;3;28-06-2025;3;107;310;;La Florida;-335.175.083;-705.520.537;
La Granja Casa amplia y acogedora vende sgq propiedades!!!;195000000;2;28-06-2025;5;714;714;1;La Granja;-335.291.036;-706.117.932;
Calera de Tango Hermosa amplia y acogedora casa vende sgq propiedades!;504067500;4;28-06-2025;5;284;5100;;Calera de Tango;-336.082.327;-707.728.463;
Colina Venta casa colina  3d-1b-3e;80000000;1;28-06-2025;3;53;92;;Colina;-331.951.218;-706.859.177;
Lampa Calle del candil 2905 valle grande  lampa;125000000;2;28-06-2025;3;78;140;;Lampa;-333.280.925;-707.509.767;
Lampa Se vende casa esquina  valle grande  lampa;120000000;1;28-06-2025;3;85;141;3;Lampa;-333.256.268;-707.657.969;
Colina Se vende casa con negocio funcionando;130000000;1;28-06-2025;2;90;75;;Colina;-331.844.341;-70.672.627;
Lampa Se vende casa en condominio laguna nortevalle grandelampa;194000000;3;28-06-2025;4;121;121;;Lampa;-333.278.401;-707.582.644;
Colina Casa  3d-1b-1e  colina;65000000;;28-06-2025;3;67;76;;Colina;-331.844.848;-70.672.699;
Padre Hurtado Casa villa cristaleria chile;123594225;1;28-06-2025;3;105;300;;Padre Hurtado;-335.626.635;-708.203.347;
Padre Hurtado Al frente de la ferreteria maestra;77368500;3;28-06-2025;5;234;1;;Padre Hurtado;-335.847.152;-708.085.749;
Lo Barnechea Av jose alcalde delano;879187500;4;28-06-2025;4;281;650;;Lo Barnechea;-333.521.895;-705.288.951;Unne
San Jose de Maipo Amplia y Comoda Casa con Hermosa Vista 136 m2 en Gran terreno El Ingenio San Jose de Maipo;230542500;2;28-06-2025;2;136;751;3;San Jose de Maipo;-337.685.056;-702.754.879;ProUrbe Manquehue
Independencia General Saavedra y Cotapo;239000000;3;28-06-2025;4;13040;209;3;Independencia;-33.407.988;-706.551.436;Easyprop
Las Condes Cercano a san carlos de apoquindo con republica de honduras;695535000;4;28-06-2025;5;193;253;2;Las Condes;-333.943.838;-705.064.599;Unne
La Reina TownHouse en condominio a estrenar listo para habitar.;312013875;3;28-06-2025;3;93;93;1;La Reina;-33.456.932.181.348.000;-7.056.786.945.448.250;Easyprop
La Reina TownHouse en condominio a estrenar listo para habitar.;582217500;3;28-06-2025;4;140;170;2;La Reina;-334.400.526;-705.637.936;Easyprop
San Jose de Maipo Calle comercio;268718775;2;28-06-2025;5;249;395;;San Jose de Maipo;-336.400.239;-703.523.127;
Pirque Camino San Vicente;722887500;5;28-06-2025;5;421;5200;6;Pirque;-336.580.379;-706.288.219;
Colina Condominio Los Bosques Piedra Roja Chicureo;859650000;4;28-06-2025;4;400;1000;6;Colina;-3.327.780.542.092.780;-706.257.212.337.212;
La Florida El Belloto 6700;9,76875E+12;1;28-06-2025;3;200;200;1;La Florida;-335.161.034;-7.059.496.349.999.990;Easyprop
Puente Alto Chelen 01043;99000000;1;28-06-2025;2;76;92;1;Puente Alto;-335.637.905;-705.732.674;
Colina Marcos goycoolea;150829500;3;28-06-2025;3;105;220;;Colina;-331.879.865;-70.685.083;
Lo Barnechea Pasaje El Raco - Camino la Villa;624418500;2;28-06-2025;3;140;483;;Lo Barnechea;-333.635.096;-70.523.954;ProUrbe Manquehue
Cerrillos Casa con amplio espacio y estacionamiento;139302375;3;28-06-2025;4;84;137;;Cerrillos;-335.122.779;-707.032.023;
Vitacura Tabancura;957337500;4;28-06-2025;4;273;420;3;Vitacura;-33.380.959.048.046.000;-7.054.352.115.848.550;Cata Brochet
La Cisterna La cisterna entre av. Ossa y av. Goycolea;155000000;2;28-06-2025;3;98;210;;La Cisterna;-335.378.469;-706.705.922;Unne
Buin Arturo Morales Taibo 0244;85000000;2;28-06-2025;2;90;100;1;Buin;-337.251.447;-707.349.957;
Quilicura Metro lo cruzat;77000000;1;28-06-2025;5;47;104;3;Quilicura;-33.366.324.899.999.900;-707.208.519;Catherine Rodriguez
San Bernardo Jose Besa 14616;110000000;1;28-06-2025;3;65;115;1;San Bernardo;-33.590.223;-706.915.047;
San Bernardo Alberto blest gana 15211;75000000;1;27-06-2025;3;70;100;1;San Bernardo;-335.996.497;-706.807.667;Brokers Inmobiliarios
Buin Claudio Bravo;144577500;2;27-06-2025;3;80;180;1;Buin;-337.324.908;-707.227.929;Ambiento Propiedades
Puente Alto Casa potencial comercial - metro las mercedes;366523500;;27-06-2025;3;215;600;;Puente Alto;-336.047.106;-705.789.769;
La Reina The British Royal School. Pintor Pacheco Altamirano con Alcalde Eduardo Castillo Velasco;644737500;4;27-06-2025;4;200;369;4;La Reina;-334.544.078;-705.238.071;Nexxos
San Bernardo Mauricio Ravel 1636;145000000;3;27-06-2025;5;70;120;1;San Bernardo;-336.106.001;-706.923.908;Propiedades De Luca
Puente Alto Piamonte Norte;144577500;3;27-06-2025;3;67;126;1;Puente Alto;-33.596.992;-70.583.553;
La Reina Carlos Ossandon;14500;3;27-06-2025;4;156;410;4;La Reina;-334.426.525;-705.433.505;ConVero.cl  VVV asesorías Inmobiliarias
Puente Alto Cl. Loma Verde 02881;125000000;2;27-06-2025;3;67;104;1;Puente Alto;-336.127.934;-705.434.909;
Recoleta General roca;1600;1;27-06-2025;3;75;90;;Recoleta;-334.063.295;-706.395.247;
Puente Alto Av. Ejercito Libertador 3905;125000000;3;27-06-2025;3;70;100;2;Puente Alto;-335.735.726;-7.059.747.159.999.990;Andrali Propiedades Spa
Macul Federico Hanssen;120000000;2;27-06-2025;5;200;200;2;Macul;-33.473.875.365.311.400;-705.787.209.214.264;
Maipu chungungo 5453;130000000;2;27-06-2025;3;95;124;1;Maipu;-3.346.975.342.422.410;-7.074.401.289.640.970;Maison & Corredores de propiedades
Maipu Cerro El Plomo 4220;5190;3;27-06-2025;;110;190;1;Maipu;-334.871.311;-707.427.757;Maison & Corredores de propiedades
Lo Barnechea Bernardo larrain cotapos 11970;1098007500;5;27-06-2025;7;355;1056;;Lo Barnechea;-33.338.797.926.791.200;-7.052.528.446.944.370;Easyprop
Lampa Gonzalo Barroso;190000000;2;27-06-2025;2;;5000;5;Lampa;-332.415.303;-709.034.605;Casol Propiedades
Lampa Quinquila;160000000;2;27-06-2025;7;;571;2;Lampa;-332.785.134;-7.087.347.940.000.000;Casol Propiedades
Lampa Las Higueras;120000000;2;27-06-2025;4;114;516;3;Lampa;-332.934.687;-7.085.751.929.999.990;Casol Propiedades
Huechuraba La mejor opcion de compra en huechuraba;390750000;5;27-06-2025;4;211;290;2;Huechuraba;-333.503.231;-706.793.258;Grupo Premium Propiedades Santiago
Lampa jaracanda;95000000;1;27-06-2025;3;50;99;1;Lampa;-33.282.709;-70.879.328;Casol Propiedades
Lampa Balmaceda;87500000;1;27-06-2025;3;46;141;1;Lampa;-3.328.295.870.000.000;-7.088.086.849.999.990;Casol Propiedades
Lampa Los Castanos;82000000;1;27-06-2025;3;93;70;1;Lampa;-332.867.873;-708.825.557;Casol Propiedades
Lampa Isabel Riquelme;78000000;1;27-06-2025;2;400;460;2;Lampa;-332.800.155;-708.889.938;Casol Propiedades
Lampa Calle Valle de la Luna;76000000;1;27-06-2025;3;55;;1;Lampa;-332.813.181;-708.821.196;Casol Propiedades
Lampa Pasaje la Picada;75000000;1;27-06-2025;4;46;114;1;Lampa;-332.936.687;-70.871.079;Casol Propiedades
Lampa Pablo Neruda;74000000;1;27-06-2025;3;72;222;1;Lampa;-332.826.185;-708.739.085;Casol Propiedades
Lampa Padre Demetrio Bravo;73500000;1;27-06-2025;3;55;158;2;Lampa;-332.848.176;-7.088.237.579.999.990;Casol Propiedades
Lampa La Frontera;73000000;1;27-06-2025;4;49;125;1;Lampa;-33.292.548;-7.087.134.329.999.990;Casol Propiedades
Lampa Domingo Jara;72000000;1;27-06-2025;5;46;91;1;Lampa;-33.282.709;-70.879.328;Casol Propiedades
Nunoa Jorge monckberg/.;382935000;2;27-06-2025;4;180;324;;Nunoa;-3.346.024.062;-7.058.467.984;Propiedades Montalva Villarrica y Cia. Ltda.
Lampa Rafael Sotomayor;70000000;1;27-06-2025;3;35;195;1;Lampa;-332.845.199;-708.740.303;Casol Propiedades
Lampa Valle del Aconcagua;70000000;1;27-06-2025;2;46;118;1;Lampa;-332.828.816;-708.823.997;Casol Propiedades
Lampa Alcalde Manuel Riquelme;69000000;1;27-06-2025;5;75;175;1;Lampa;-332.875.166;-708.801.232;Casol Propiedades
Lampa Calle Valle Del Choapa;68000000;1;27-06-2025;2;50;112;1;Lampa;-332.819.796;-708.816.691;Casol Propiedades
Lampa C. el Copihue lampa;65000000;1;27-06-2025;3;64;132;1;Lampa;-3.329.356;-7.086.939;Casol Propiedades
Lampa Siete Cuentos;62000000;1;27-06-2025;3;76;156;1;Lampa;-3.329.337;-7.087.115;Casol Propiedades
Lampa Alcalde Manuel Huichipoco;59000000;1;27-06-2025;3;143;254;1;Lampa;-332.888.996;-7.087.961;Casol Propiedades
Lampa Valle de choapa 643 parque lampa 2;62000000;1;27-06-2025;3;50;66;1;Lampa;-332.814.035;-70.881.569;
San Bernardo Pasaje faro corona #2797 comuna san bernardo;72000000;1;27-06-2025;4;80;84;2;San Bernardo;-336.255.746;-706.970.789;
Puente Alto Avenida chiloe #2339 comuna de puente alto;107000000;2;27-06-2025;3;64;110;1;Puente Alto;-335.928.279;-705.996.994;
Lampa Pasaje queltehue sur #694 larapinta comuna lampa;105000000;1;27-06-2025;3;54;170;3;Lampa;-332.957.461;-708.820.352;
Maipu Herquehue 512 santa maria de maipu;173000000;2;27-06-2025;4;108;122;1;Maipu;-334.909.578;-707.824.061;
Lampa Avenida la montana sur - 100 barrio alba ii valle grande;173883750;4;27-06-2025;4;120;171;2;Lampa;-333.268.459;-707.683.027;
Lampa Argentina;85000000;2;27-06-2025;4;154;364;6;Lampa;-332.312.414;-708.127.856;Casol Propiedades
Pudahuel Avenida Americo Vespucio (104058);168804000;3;27-06-2025;4;111;145;3;Pudahuel;-334.567.931;-707.570.125;Tus Asesores de Confianza Spa
Puente Alto Casa familiar en Puente Alto: 2 dormitorios (103985);124649250;1;27-06-2025;2;64;133;3;Puente Alto;-335.726.263;-705.604.137;Tus Asesores de Confianza Spa
Macul Vendemos casa con gran terreno en villa macul;324322500;1;27-06-2025;4;99;538;;Macul;-334.904.717;-70.594.701;
Maipu Jardines de Santa Maria  (103964);169999990;3;27-06-2025;4;107;140;2;Maipu;-334.998.069;-707.828.997;Xpert Urban
Lampa Profesora Angelica Soto;59000000;1;27-06-2025;3;;70;1;Lampa;-332.849.476;-708.859.059;Casol Propiedades
Independencia Dos Norte Independencia;210000000;2;27-06-2025;7;172;262;2;Independencia;-334.263.037;-70.664.373;Easyprop
Lampa profesora Maria Mella;59000000;1;27-06-2025;3;43;143;1;Lampa;-332.838.836.890.792;-708.849.740.482.918;Casol Propiedades
Colina Espectacular casa en media hectarea de terreno;500000000;3;27-06-2025;3;240;5200;5;Colina;-332.618.516;-707.049.546;
Lampa Parroco Jose del Piano;58000000;1;27-06-2025;3;71;171;1;Lampa;-332.850.846;-70.884.523;Casol Propiedades
Lampa Abraham Garcia;56000000;1;27-06-2025;2;78;205;1;Lampa;-33.289.549;-708.836.034;Casol Propiedades
Lampa Directora Maria Mella;56000000;1;27-06-2025;3;102;177;1;Lampa;-33.285.277;-70.885.886;Casol Propiedades
Lampa Pasaje Los Almendros;55000000;1;27-06-2025;2;57;136;1;Lampa;-332.792.488;-7.088.323.869.999.990;Casol Propiedades
Cerrillos Cerrillos;110000000;1;27-06-2025;4;;180;1;Cerrillos;-335.041.325;-707.108.995;
Lampa Roble blanco;47000000;1;27-06-2025;3;57;187;1;Lampa;-332.795.017;-708.840.669;Casol Propiedades
Lampa Domingo Jara vasquez;45000000;1;27-06-2025;3;46;112;1;Lampa;-332.914.163;-708.814.104;Casol Propiedades
Lampa Profesor Osvaldo Davis;42000000;1;27-06-2025;2;40;110;1;Lampa;-332.851.897;-70.885.413;Casol Propiedades
Colina General San Martin;35000000;1;27-06-2025;2;45;;2;Colina;-332.079.066;-7.067.875.839.999.990;Casol Propiedades
